"id","area","descripcion"
"1","BD",NULL
"2","BACKUP",NULL
"3","COMUNICACIONES",NULL
"4","UNIX",NULL
"5","UNIX - ALTAMIRA",NULL
"6","UNIX - BD",NULL
"7","WINDOWS",NULL
"8","N/A",NULL
"id","bus","descripcion"
"1","BUS DE PAGOS Y RECARGAS1 ",NULL
"2","BUS DE PAGOS Y RECARGAS2 ",NULL
"3","BUS EXTERNO",NULL
"4","BUS INTERNO",NULL
"5","N/A",NULL
"6","TV DIGITAL",NULL
"id","id_servicio","canal_aplicativo","descripcion"
"1","1","ALTAMIRA - PREPAGO",NULL
"2","1","POSTPAGO - ICS",NULL
"3","1","POSTPAGO- FACTEL",NULL
"4","1","POSTPAGO FIDELIZAME  - MCRAS1",NULL
"5","2","APP",NULL
"6","2","BANCOS Y GRE",NULL
"7","2","MM",NULL
"8","3","INTERMEDIATE",NULL
"9","4","FACTURACION POSTPAGO DE VOZ - DATOS - SMS",NULL
"10","5","APP CAPTURE",NULL
"11","5","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)",NULL
"12","5","CVSC",NULL
"13","5","GESTOR DOCUMENTAL",NULL
"14","6","ACTIVACION",NULL
"15","7","DNS",NULL
"16","7","DNS - COLGATE",NULL
"17","7","M-CONTENIDO",NULL
"18","7","PORTAL SENIAT",NULL
"19","7","REMEDI TI",NULL
"20","7","REMEDY",NULL
"21","7","REMEDY EMPRESA",NULL
"22","8","ALTAMIRA - PREPAGO",NULL
"23","8","POSTPAGO - ICS",NULL
"24","8","POSTPAGO- FACTEL",NULL
"25","8","POSTPAGO FIDELIZAME  - MCRAS1",NULL
"id","capa_tuxedo","descripcion"
"1","BATCHRAT",NULL
"2","BBS_GW",NULL
"3","CVSC_GW",NULL
"4","CVSCBDC",NULL
"5","CVSCPSP",NULL
"6","CVSCWSP",NULL
"7","DATOSRAT",NULL
"8","FASTWAY",NULL
"9","FNCDMA",NULL
"10","FNDATOS ",NULL
"11","FNGSM",NULL
"12","GPSPAA",NULL
"13","GTUXBILL",NULL
"14","IME",NULL
"15","KANNEL",NULL
"16","N/A",NULL
"17","PREBDAT",NULL
"18","PREBRAT",NULL
"19","PSPOL",NULL
"20","SMSRAT",NULL
"21","TRANF_BE ",NULL
"22","TRANFSAL ",NULL
"23","TUXBBS",NULL
"24","VOZRATING",NULL
"nivel_criticidad","servicio_asociado","canal_aplicativo","area","servidor","ip","hostname","sistema_operativo","vs_so","bbdd","dbms","vs_bd","bus","capa_tuxedo","weblogic","f5_comunicaciones","ip_f5","port_f5","pools_vs","otro_servicio_asociado","ubicacion","rack","fila","observacion_general","id"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP039","10.164.12.97","TMP039","SUNOS","SUNOS 5.10","N/A","ORACLE",NULL,"N/A","FASTWAY","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AK18","18","N/A","11"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP075","10.164.14.65","TMP075","SOLARIS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","FNDATOS ","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AL14","14","N/A","12"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP075","10.164.14.65","TMP075","SOLARIS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","FNGSM","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AL14","14","N/A","13"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP074","10.164.14.61","TMP074","SOLARIS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","FNCDMA","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AJ07","7","N/A","14"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP037","10.164.12.143","TMP037","SUNOS","SUNOS 5.11","RATING2","ORACLE","11.2.0.4.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","LDOM_MARACAY2","15"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP165","10.164.21.75","TMP165","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"TV DIGITAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","16"
"MEDIA","ACTIVACION ","CVSC","COMUNICACIONES","SRVCCSCVSC11",NULL,"SERVIDORES AGENTES","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 AUTOGESTION","10.162.128.82","80","VS_CVSC_VPNAA","N/A","N/A",NULL,NULL,"N/A","17"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP034","10.164.12.132","TMP034","SUNOS","SUNOS 5.10","BILLING1","ORACLE","11.2.0.4.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AG07","7","N/A","18"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP166","10.164.21.76","TMP166","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"TV DIGITAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","19"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP035","10.164.12.135","TMP035","SUNOS","SUNOS 5.10","BILLING2","ORACLE","11.2.0.4.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","AG07","7","N/A","20"
"MEDIA","ACTIVACION ","CVSC","COMUNICACIONES","SRVCCSCVSC15",NULL,"SERVIDORES AGENTES","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 AUTOGESTION","10.162.128.86","80","VS_CVSC_VPNAA","N/A","N/A",NULL,NULL,"N/A","21"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TMP167","10.164.21.77","TMP167","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"TV DIGITAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","22"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TVPRDSRVFSTC01","10.164.14.87","TVPRDSRVFSTC01","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0 - FASTWAY GSM","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","23"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TCANP072","10.161.22.244","N/A","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.5 (MAIPO)","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","24"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","GBDAMP01","172.21.2.78","GBDAMP01","SUNOS","SUNOS 5.10","ONLINE ","ORACLE","9.2.0.8.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CANAIMA - A","AI58","4","N/A","25"
"MEDIA","ACTIVACION ","CVSC","COMUNICACIONES","SRVCCSCVSC16",NULL,"SERVIDORES AGENTES","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 AUTOGESTION","10.162.128.87","80","VS_CVSC_VPNAA","N/A","N/A",NULL,NULL,"N/A","26"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TVPRDSRVFSTC02","10.164.14.88","TVPRDSRVFSTC02","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0 - FASTWAY GSM","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","27"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","EPAGOS","200.35.65.107","EPAGOS","SUNOS","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","LDOM_CANAIMA","28"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TMP055","10.164.12.197","TMP055","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 6.10 (SANTIAGO)","N/A","ORACLE",NULL,"BUS INTERNO","N/A","WEBLOGIC 3.0-BUS INTERNO","N/A","N/A","N/A","N/A","N/A","MARACAY","AH14","14","N/A","29"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TCA068","172.16.50.208","BDC","HP-UX","N/A","BDC","ORACLE","9.2.0.6.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CANAIMA - B","G10","2","N/A","30"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TMP056","10.164.12.198","TMP056","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 6.10 (SANTIAGO)","N/A","ORACLE",NULL,"BUS INTERNO","N/A","WEBLOGIC 3.0-BUS INTERNO","N/A","N/A","N/A","N/A","N/A","MARACAY","AH14","14","N/A","31"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TVPRDSRVFSTC01","10.164.14.87","TVPRDSRVFSTC01","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0  - FASTWAY CDMA","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","32"
"MEDIA","ACTIVACION ","CVSC","COMUNICACIONES","SRVCCSCVSC17",NULL,"SERVIDORES AGENTES","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 AUTOGESTION","10.162.128.88","80","VS_CVSC_VPNAA","N/A","N/A",NULL,NULL,"N/A","33"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TVPRDSRVFSTC02","10.164.14.88","TVPRDSRVFSTC02","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.8 (MAIPO)","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0  - FASTWAY CDMA","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","RHEV MARACAY C2","34"
"MEDIA","ACTIVACION ","CVSC","COMUNICACIONES","SRVCCSCVSC18",NULL,"SERVIDORES AGENTES","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 AUTOGESTION","10.162.128.89","80","VS_CVSC_VPNAA","N/A","N/A",NULL,NULL,"N/A","35"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP133","10.164.21.106","IVR1","SUNOS","SUNOS 5.11","IVR1","ORACLE","11-2-0-4-0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","LDOM_MARACAY1","36"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TMP057","10.164.12.199","TMP057","LINUX","ENTERPRISE LINUX SERVER RELEASE 6.8 (SANTIAGO)","N/A","ORACLE",NULL,"BUS INTERNO","N/A","WEBLOGIC 3.0-BUS INTERNO","N/A","N/A","N/A","N/A","N/A","MARACAY","AH14","14","N/A","37"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","UNIX","TCOLP091","10.161.168.109","TCOLP091","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 7.5 (MAIPO)","FASTCP","ORACLE","11.2.0.4.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NULL,NULL,"N/A","38"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TMP076","10.164.14.69","LCL CVSC","SUNOS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0-LCL CVSC","N/A","N/A","N/A","N/A","N/A","MARACAY","AN14","14","N/A","39"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP134","10.164.21.107","IVR2","SUNOS","SUNOS 5.11","IVR2","ORACLE","11-2-0-4-0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","LDOM_MARACAY1","40"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP133","10.164.21.106","USUARIO CIES","SUNOS","SUNOS 5.11","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","LDOM_MARACAY1","41"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","COMUNICACIONES","TMP165",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 MARACAY","10.164.24.157","100005-10003","VS_BUSPROV","N/A","N/A",NULL,NULL,"N/A","42"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","TMP134","10.164.21.107","USUARIO CIES","SUNOS","SUNOS 5.11","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MARACAY","N/A","N/A","LDOM_MARACAY1","43"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","COMUNICACIONES","TMP166",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 MARACAY","10.164.24.158","10009-10007","VS_BUSPROV","N/A","N/A",NULL,NULL,"N/A","44"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","COMUNICACIONES","TMP167",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 MARACAY","10.164.24.159","10013-10011","VS_BUSPROV","N/A","N/A",NULL,NULL,"N/A","45"
"MEDIA","ACTIVACION ","CVSC","UNIX - BD","PUNTO BD01","200.35.64.60","PUNTO BD01","N/A","N/A","PUNTO","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","LDOM_CANAIMA","46"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYQFLOW04","10.164.3.133","N/A","WINDOWS","WINDOWS  SERVER 2008 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","QFLOW","MARACAY","N/A","N/A","SRVMCYCLUHV02","47"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","COMUNICACIONES","TVPRDSRVFSTC01",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 ALTAMIRA","10.164.14.87","17050","AA_FCT_VS1","N/A","N/A",NULL,NULL,"N/A","48"
"MEDIA","ACTIVACION","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)","COMUNICACIONES","TVPRDSRVFSTC02",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","F5 ALTAMIRA","10.164.14.88","17050","AA_FCT_VS1","N/A","N/A",NULL,NULL,"N/A","49"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYQFLOW05","10.164.3.134","N/A","WINDOWS","WINDOWS  SERVER 2008 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","QFLOW","MARACAY","N/A","N/A","SRVMCYCLUHV02","50"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDMOOD01","10.161.135.5","N/A","SUNOS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","PORTAL APLICATE ","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","51"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYCVSC02","10.164.15.86","N/A","WINDOWS","WINDOWS  SERVER 2012 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","CDS - CALLCENTER","MARACAY","N/A","N/A","SRVMCYCLUHV02","52"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYCVSC03","10.164.15.87","N/A","WINDOWS","WINDOWS  SERVER 2012 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","CDS - CALLCENTER","MARACAY","N/A","N/A","SRVMCYCLUHV02","53"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDMOOD02","10.161.222.247","N/A","SUNOS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","PORTAL APLICATE ","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","54"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDMIDESB01","10.161.46.5","N/A","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 6.6 (SANTIAGO) ","N/A","ORACLE",NULL,"N/A","N/A","BUS EXTERNO","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","55"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYCVSC04","10.164.15.88","SERVIDOR INTERNOS ","WINDOWS","WINDOWS  SERVER 2012 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","CDS - CALLCENTER","MARACAY","N/A","N/A","SRVMCYCLUHV02","56"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDMIDESB02","10.161.46.7","N/A","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 6.6 (SANTIAGO) ","N/A","ORACLE",NULL,"N/A","N/A","BUS EXTERNO","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","57"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYCVSC05","10.164.15.89","SERVIDOR INTERNOS ","WINDOWS","WINDOWS  SERVER 2012 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","CDS - CALLCENTER","MARACAY","N/A","N/A","SRVMCYCLUHV02","58"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TMP077","10.164.14.73","LCL CVSC","SUNOS","SUNOS 5.10 SUN4V","N/A","ORACLE",NULL,"N/A","N/A","WEBLOGIC 3.0-LCL CVSC","N/A","N/A","N/A","N/A","N/A","MARACAY","AJ07","7","N/A","59"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDMIDESB03","10.161.46.9","N/A","LINUX","RED HAT ENTERPRISE LINUX SERVER RELEASE 6.6 (SANTIAGO) ","N/A","ORACLE",NULL,"N/A","N/A","BUS EXTERNO","N/A","N/A","N/A","N/A","N/A","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","60"
"MEDIA","ACTIVACION ","CVSC","WINDOWS","SRVMRYCVSC08","10.164.15.92","SERVIDOR INTERNOS ","WINDOWS","WINDOWS  SERVER 2012 R2 STANDARD","N/A","MICROSOFT SQL SERVER",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","CDS - CALLCENTER","MARACAY","N/A","N/A","SRVMCYCLUHV02","61"
"MEDIA","ACTIVACION","APP CAPTURE","COMUNICACIONES","TVPRDSRVOHS01",,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","AUTOGESTION","10.161.46.1","8001","POOL EXT APP MG","N/A","N/A",NULL,NULL,"N/A","62"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDSRVOHS01","10.161.46.1","N/A","LINUX","ENTERPRISE LINUX SERVER RELEASE 6.7 ","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","OHS","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","63"
"MEDIA","ACTIVACION","APP CAPTURE","COMUNICACIONES","TVPRDSRVOHS02",NULL,"N/A","N/A","N/A","N/A","ORACLE",NULL,"N/A","N/A","N/A","AUTOGESTION","10.161.46.3","8001","POOL EXT APP MG","N/A","N/A",NULL,NULL,"N/A","64"
"MEDIA","ACTIVACION","APP CAPTURE","UNIX","TVPRDSRVOHS02","10.161.46.3","N/A","LINUX","ENTERPRISE LINUX SERVER RELEASE 6.7 ","N/A","ORACLE",NULL,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","OHS","CANAIMA","N/A","N/A","RED HAT CLUSTER CANAIMA","65"
